Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Unemployment rate,GDP,prediccion,prob_Dropout,prob_Enrolled,prob_Graduate,riesgo_dropout_pct
1,44,1,9003,1,39,160.0,3,3,2,10,160.0,1,0,1,1,0,20,12.4,1.79,Enrolled,16.8,46.9,36.3,16.8
1,17,2,9254,1,1,132.0,38,38,9,8,122.6,1,0,1,0,1,20,13.9,0.79,Graduate,16.6,19.1,64.2,16.6
1,1,1,9773,1,1,140.0,37,37,9,9,142.5,1,0,1,0,0,18,9.4,-3.12,Graduate,16.6,31.5,51.9,16.6
1,1,6,9500,1,1,138.0,4,19,2,3,124.7,1,0,1,1,0,18,16.2,-0.92,Graduate,16.6,13.5,69.8,16.6
1,1,4,9238,1,1,125.0,19,1,4,5,122.6,1,0,1,0,0,18,13.9,0.79,Graduate,16.5,17.9,65.6,16.5
1,1,2,9070,1,1,121.0,19,19,3,3,116.1,1,0,1,0,0,22,12.7,-1.7,Graduate,16.5,36.1,47.4,16.5
1,1,1,9773,1,1,125.0,3,2,2,1,119.1,1,0,1,0,0,22,9.4,-3.12,Enrolled,16.5,59.9,23.6,16.5
1,1,3,9070,1,1,161.0,38,37,5,5,154.4,1,0,1,0,0,18,16.2,-0.92,Graduate,16.4,19.4,64.2,16.4
1,1,1,171,1,1,133.0,37,19,9,8,141.4,0,0,1,1,1,20,13.9,0.79,Graduate,16.2,19.2,64.6,16.2
1,1,1,9670,1,1,113.0,37,19,9,9,110.2,1,0,1,0,0,22,7.6,0.32,Enrolled,16.2,49.8,34.0,16.2
1,1,1,9670,1,1,130.0,19,19,7,7,121.6,0,0,1,0,0,19,12.4,1.79,Graduate,16.1,41.5,42.5,16.1
1,17,3,9147,1,1,112.0,1,19,3,5,107.8,1,0,1,0,0,19,10.8,1.74,Enrolled,16.1,71.7,12.2,16.1
1,43,1,9070,1,1,141.0,1,19,5,10,127.0,0,0,1,0,0,20,12.7,-1.7,Enrolled,16.1,55.4,28.5,16.1
1,1,1,9085,1,1,131.0,37,37,9,6,130.7,0,1,1,0,0,21,10.8,1.74,Enrolled,16.1,56.7,27.2,16.1
1,7,1,8014,0,40,120.0,37,19,9,3,120.0,0,0,1,0,0,36,8.9,3.51,Graduate,16.0,16.4,67.6,16.0
1,1,1,9773,1,1,134.0,19,37,9,9,131.6,1,0,1,0,0,19,10.8,1.74,Graduate,16.0,30.2,53.8,16.0
1,1,3,9500,1,1,139.0,3,1,4,1,126.0,1,0,1,1,0,18,10.8,1.74,Graduate,16.0,35.3,48.7,16.0
1,17,1,9670,1,1,118.0,1,19,4,8,118.7,0,0,1,1,1,19,12.4,1.79,Graduate,16.0,29.2,54.9,16.0
1,43,4,9500,1,6,134.0,37,37,9,9,129.8,1,0,1,0,0,20,7.6,0.32,Graduate,16.0,23.8,60.3,16.0
1,17,1,9853,1,1,160.0,19,38,5,7,139.0,1,0,1,0,1,18,9.4,-3.12,Graduate,15.9,40.8,43.3,15.9
1,1,2,9147,1,1,133.0,3,19,2,7,120.4,1,0,1,0,0,22,8.9,3.51,Enrolled,15.9,59.3,24.8,15.9
1,44,1,9085,1,39,160.0,37,19,9,10,160.0,1,0,1,0,0,22,16.2,-0.92,Enrolled,15.7,43.2,41.1,15.7
1,17,1,9238,1,1,115.0,19,38,5,5,115.0,1,0,1,0,0,19,11.1,2.02,Graduate,15.7,37.3,47.0,15.7
1,18,1,9238,1,1,122.0,38,38,9,7,114.7,0,1,1,0,1,18,11.1,2.02,Graduate,15.6,19.5,64.9,15.6
1,17,1,9085,1,1,142.0,3,19,5,5,130.8,1,0,1,0,0,18,12.7,-1.7,Enrolled,15.6,48.8,35.6,15.6
1,1,1,9119,1,1,121.0,3,1,2,3,114.0,0,0,1,1,0,20,7.6,0.32,Enrolled,15.5,78.0,6.5,15.5
1,1,2,9085,1,1,148.0,38,19,4,9,134.7,1,0,1,0,0,18,8.9,3.51,Graduate,15.5,28.2,56.3,15.5
1,43,1,9500,1,1,128.0,1,19,9,8,100.0,1,0,1,0,0,20,13.9,0.79,Enrolled,15.5,58.4,26.1,15.5
1,17,4,9254,1,1,133.0,37,37,5,8,128.5,1,0,1,0,1,18,7.6,0.32,Graduate,15.4,16.8,67.9,15.4
1,1,2,9500,1,1,141.0,37,37,9,8,130.2,1,0,1,0,0,21,15.5,-4.06,Graduate,15.4,27.6,57.0,15.4
1,17,1,9070,1,1,118.0,38,19,9,3,111.0,1,0,1,0,0,21,7.6,0.32,Enrolled,15.4,43.5,41.1,15.4
1,17,4,9500,1,1,138.0,3,1,2,5,134.5,1,0,1,0,0,18,13.9,0.79,Graduate,15.4,25.1,59.5,15.4
1,43,1,8014,0,1,145.7,37,37,9,9,145.7,1,0,1,0,0,25,13.9,0.79,Graduate,15.3,27.4,57.3,15.3
1,1,4,9670,1,1,130.0,1,1,9,9,124.1,1,0,1,0,0,18,8.9,3.51,Graduate,15.3,23.5,61.2,15.3
2,39,1,8014,0,1,133.1,38,38,9,9,113.5,0,0,1,0,1,50,12.7,-1.7,Graduate,15.3,16.0,68.6,15.3
1,18,2,9773,1,1,132.0,37,19,9,7,119.1,1,0,1,0,1,22,9.4,-3.12,Graduate,15.3,15.8,68.9,15.3
1,17,2,9070,1,1,121.0,1,19,144,144,111.9,1,0,1,1,0,19,8.9,3.51,Enrolled,15.2,58.1,26.7,15.2
1,17,6,9556,1,1,134.0,19,38,7,7,128.5,1,0,1,0,1,18,12.7,-1.7,Graduate,15.2,19.1,65.6,15.2
1,1,1,9238,1,1,127.0,2,2,3,4,115.8,1,0,1,1,0,19,11.1,2.02,Enrolled,15.1,59.2,25.7,15.1
1,17,5,9500,1,1,140.0,1,1,4,3,131.1,1,0,1,0,0,18,11.1,2.02,Graduate,15.1,19.7,65.1,15.1
1,1,6,9500,1,1,139.0,1,1,4,4,124.5,1,0,1,0,0,19,10.8,1.74,Graduate,15.1,22.1,62.8,15.1
1,17,1,9773,1,1,125.0,37,37,5,7,120.1,0,0,1,0,1,18,16.2,-0.92,Graduate,15.0,15.1,69.8,15.0
1,1,1,9773,1,1,128.0,1,19,4,4,124.5,0,0,1,1,1,19,9.4,-3.12,Graduate,15.0,32.1,53.0,15.0
1,1,5,9070,1,1,123.0,3,1,9,3,121.3,1,0,1,0,0,20,12.4,1.79,Graduate,15.0,26.2,58.8,15.0
1,1,1,9070,1,1,131.0,37,37,3,3,131.7,1,0,1,0,0,20,12.7,-1.7,Graduate,14.9,31.9,53.2,14.9
1,17,1,9147,1,1,140.0,37,37,9,7,132.3,1,0,1,0,0,20,7.6,0.32,Enrolled,14.9,63.7,21.5,14.9
1,1,1,9085,1,1,133.0,38,37,9,7,120.1,1,0,1,0,0,18,12.7,-1.7,Enrolled,14.8,45.4,39.8,14.8
1,44,1,9003,1,39,150.0,3,2,2,2,150.0,0,0,1,1,0,25,15.5,-4.06,Enrolled,14.8,69.6,15.6,14.8
1,1,1,9147,1,1,136.0,37,38,193,181,125.9,0,0,1,0,0,21,11.1,2.02,Enrolled,14.8,64.0,21.2,14.8
1,17,1,9670,1,1,121.0,19,38,4,10,114.4,0,0,1,0,0,19,11.1,2.02,Enrolled,14.7,52.7,32.6,14.7
1,1,4,9500,1,1,137.0,1,19,4,7,126.7,1,0,1,0,0,18,15.5,-4.06,Graduate,14.7,19.0,66.3,14.7
1,17,5,9500,1,1,147.0,19,1,4,3,138.5,1,0,1,0,0,19,9.4,-3.12,Graduate,14.7,27.6,57.7,14.7
1,17,1,9085,1,1,133.0,19,1,4,5,127.1,1,0,1,0,0,18,11.1,2.02,Enrolled,14.6,54.5,30.9,14.6
1,1,1,9853,1,1,131.0,19,19,3,7,127.9,1,0,1,0,1,18,13.9,0.79,Graduate,14.6,38.2,47.2,14.6
1,1,5,9500,1,1,130.0,19,37,9,7,127.6,1,0,1,0,0,18,15.5,-4.06,Graduate,14.4,30.4,55.2,14.4
1,1,5,9254,1,1,128.0,19,1,7,10,116.5,1,0,1,0,1,18,8.9,3.51,Graduate,14.4,30.6,55.0,14.4
1,15,1,33,1,1,133.1,2,3,2,4,100.0,0,0,1,1,0,20,8.9,3.51,Enrolled,14.3,64.1,21.6,14.3
1,1,3,9670,1,1,121.0,1,19,5,5,111.9,1,0,1,1,1,20,10.8,1.74,Graduate,14.2,32.1,53.7,14.2
1,17,2,9500,1,1,138.0,1,38,5,8,132.8,1,0,1,0,0,18,13.9,0.79,Graduate,14.2,24.2,61.7,14.2
1,1,1,9085,1,6,122.0,19,19,9,9,126.2,1,0,1,0,0,22,9.4,-3.12,Graduate,14.2,39.5,46.3,14.2
4,39,1,8014,0,19,133.1,37,37,9,7,134.5,0,0,1,0,1,47,12.4,1.79,Graduate,14.1,11.6,74.3,14.1
1,17,1,171,1,1,140.0,1,1,5,7,146.3,1,0,1,0,1,18,12.7,-1.7,Graduate,14.0,18.8,67.2,14.0
1,1,2,9238,1,1,129.0,38,1,4,10,129.4,1,0,1,0,0,18,9.4,-3.12,Graduate,14.0,29.9,56.1,14.0
1,18,1,9147,1,1,160.0,19,19,5,8,137.6,1,0,1,0,1,19,10.8,1.74,Graduate,14.0,25.1,61.0,14.0
1,1,3,9500,1,1,150.0,19,38,1,1,130.8,1,0,1,0,0,18,12.7,-1.7,Graduate,14.0,32.5,53.5,14.0
1,16,1,9003,1,1,147.0,1,37,4,9,140.7,1,1,1,0,1,20,15.5,-4.06,Graduate,13.9,30.3,55.8,13.9
1,1,1,9147,1,1,151.0,37,1,4,10,138.4,0,0,1,0,0,18,10.8,1.74,Enrolled,13.9,55.7,30.4,13.9
1,1,1,9119,1,1,128.0,38,38,9,7,124.5,1,0,1,1,0,19,7.6,0.32,Enrolled,13.9,77.7,8.4,13.9
1,1,1,171,1,1,148.0,3,2,4,2,131.6,1,0,1,0,0,21,8.9,3.51,Enrolled,13.8,60.4,25.8,13.8
1,17,6,9500,1,1,147.0,1,38,4,8,141.1,1,0,1,0,0,20,13.9,0.79,Graduate,13.8,14.3,71.9,13.8
1,1,1,9254,1,1,123.0,1,37,9,9,132.1,0,0,1,0,1,21,15.5,-4.06,Graduate,13.7,22.0,64.3,13.7
2,42,1,9254,1,1,136.0,2,2,134,112,130.0,1,0,1,1,0,22,7.6,0.32,Enrolled,13.7,74.1,12.2,13.7
1,43,1,9773,1,1,122.0,1,1,4,5,126.9,0,0,1,0,0,21,7.6,0.32,Enrolled,13.7,63.3,23.0,13.7
1,1,2,9773,1,1,130.0,19,19,9,9,126.9,1,0,1,1,1,18,9.4,-3.12,Graduate,13.7,24.6,61.6,13.7
1,1,1,9085,1,1,149.0,19,19,4,6,147.6,1,0,1,0,0,20,15.5,-4.06,Graduate,13.6,35.8,50.6,13.6
1,1,2,9773,1,1,159.0,1,1,3,3,151.0,1,0,1,0,0,18,12.7,-1.7,Graduate,13.6,16.0,70.4,13.6
1,17,1,9773,1,1,115.0,37,37,9,8,116.1,1,0,1,0,1,18,13.9,0.79,Graduate,13.5,21.6,65.0,13.5
1,18,1,9670,1,1,133.0,1,1,9,9,121.5,1,0,1,0,1,19,12.4,1.79,Graduate,13.5,14.9,71.6,13.5
1,17,1,9500,1,1,121.0,1,1,4,3,120.5,1,0,1,0,0,21,10.8,1.74,Graduate,13.5,32.0,54.4,13.5
1,17,1,9670,1,1,133.1,1,19,141,114,140.0,1,0,1,0,0,22,13.9,0.79,Graduate,13.4,38.9,47.6,13.4
1,16,1,9085,1,1,140.0,1,1,9,9,127.1,1,0,1,0,0,18,12.7,-1.7,Enrolled,13.4,52.8,33.8,13.4
1,1,3,9500,1,1,141.0,1,1,9,9,126.3,1,0,1,0,0,18,12.7,-1.7,Graduate,13.4,34.9,51.8,13.4
1,1,3,9238,1,1,121.0,38,37,8,8,115.4,1,0,1,0,1,19,13.9,0.79,Graduate,13.3,21.1,65.6,13.3
1,1,2,9773,1,1,159.0,1,19,9,9,151.3,1,0,1,0,0,18,10.8,1.74,Graduate,13.1,16.1,70.8,13.1
1,17,6,9500,1,1,148.0,1,19,3,3,131.7,1,0,1,0,0,19,13.9,0.79,Graduate,13.1,12.3,74.6,13.1
1,1,6,9119,1,1,135.0,2,1,3,5,123.5,1,0,1,1,0,18,7.6,0.32,Enrolled,13.1,77.0,9.9,13.1
1,17,2,9500,1,1,140.0,37,37,9,9,132.5,1,0,1,0,0,18,7.6,0.32,Graduate,13.1,34.2,52.7,13.1
1,1,1,171,1,1,149.0,19,37,9,9,158.1,1,0,1,1,1,20,10.8,1.74,Graduate,13.0,16.9,70.0,13.0
1,1,1,9500,1,1,114.0,19,38,5,3,112.6,1,0,1,0,0,19,16.2,-0.92,Graduate,13.0,27.8,59.1,13.0
1,1,4,9500,1,1,136.0,38,1,5,6,133.9,1,0,1,0,0,18,15.5,-4.06,Graduate,12.9,14.2,72.9,12.9
1,1,5,9254,1,1,120.0,37,37,9,7,127.0,1,0,1,0,1,18,9.4,-3.12,Graduate,12.9,27.2,59.8,12.9
1,17,2,9070,1,1,126.0,38,38,9,8,129.9,1,0,1,1,1,19,12.4,1.79,Graduate,12.8,20.5,66.7,12.8
1,1,1,9773,1,1,126.0,37,38,7,7,119.0,0,0,1,0,1,18,15.5,-4.06,Graduate,12.8,22.3,64.9,12.8
1,17,4,9773,1,1,134.0,1,1,3,3,120.4,1,0,1,0,1,18,16.2,-0.92,Graduate,12.7,7.3,80.0,12.7
1,1,1,9670,1,1,119.0,37,37,10,6,119.7,1,0,1,0,0,20,7.6,0.32,Enrolled,12.6,53.0,34.4,12.6
1,17,1,9500,1,1,128.0,1,1,4,5,124.7,0,0,1,1,1,19,15.5,-4.06,Graduate,12.5,31.2,56.2,12.5
1,15,1,9147,1,1,135.0,1,1,9,7,135.0,0,1,1,1,0,21,8.9,3.51,Enrolled,12.4,69.6,17.9,12.4
1,1,2,9147,1,1,118.0,37,19,5,5,119.1,1,0,1,0,1,20,12.4,1.79,Graduate,12.3,37.4,50.4,12.3
2,43,1,9238,1,12,100.0,37,37,9,9,134.4,0,0,1,0,0,34,7.6,0.32,Graduate,12.3,23.6,64.1,12.3
1,17,1,8014,0,1,136.0,37,37,5,8,132.5,0,1,1,0,1,22,13.9,0.79,Graduate,12.3,19.6,68.2,12.3
1,1,2,9070,1,1,129.0,3,4,2,2,136.4,1,0,1,0,0,18,7.6,0.32,Graduate,12.1,40.8,47.1,12.1
1,1,1,9773,1,1,134.0,37,19,9,10,141.4,1,0,1,0,0,19,9.4,-3.12,Graduate,12.1,38.9,49.0,12.1
1,1,1,9500,1,1,133.0,3,19,2,8,126.7,0,0,1,0,0,19,16.2,-0.92,Graduate,12.1,35.4,52.4,12.1
1,44,1,9003,1,39,140.0,37,37,9,1,140.0,0,0,1,1,1,20,15.5,-4.06,Graduate,12.0,28.7,59.3,12.0
1,44,1,9003,1,39,140.0,2,1,4,6,140.0,0,0,1,1,0,21,13.9,0.79,Enrolled,12.0,51.3,36.7,12.0
1,17,2,9500,1,1,131.0,19,37,9,7,129.8,1,0,1,0,0,20,12.4,1.79,Graduate,12.0,31.5,56.5,12.0
1,1,1,9670,1,1,100.0,38,38,9,10,100.0,0,0,1,0,0,20,11.1,2.02,Enrolled,11.9,53.5,34.6,11.9
2,43,1,9500,1,1,137.0,3,3,2,2,115.0,0,0,1,0,0,28,13.9,0.79,Enrolled,11.9,55.0,33.1,11.9
1,17,1,9085,1,1,134.0,19,37,2,7,131.2,0,0,1,0,0,19,7.6,0.32,Enrolled,11.9,60.3,27.8,11.9
1,1,1,9238,1,1,135.0,19,38,7,5,121.0,0,0,1,0,0,20,9.4,-3.12,Enrolled,11.8,47.9,40.3,11.8
1,1,1,9085,1,1,139.0,3,4,2,2,130.6,0,0,1,0,0,18,9.4,-3.12,Enrolled,11.8,55.2,33.0,11.8
1,44,1,9085,1,39,140.0,3,3,2,2,140.0,1,0,1,0,0,19,12.4,1.79,Enrolled,11.8,66.2,21.9,11.8
1,1,1,9085,1,1,123.0,3,1,2,5,112.9,0,0,1,1,0,18,7.6,0.32,Enrolled,11.7,72.6,15.6,11.7
1,17,1,8014,0,1,127.0,19,37,4,7,115.8,0,0,1,0,0,24,10.8,1.74,Graduate,11.7,35.9,52.4,11.7
1,1,1,9500,1,1,143.0,3,3,2,2,129.0,0,0,1,1,0,18,10.8,1.74,Enrolled,11.7,49.4,38.9,11.7
1,1,1,9238,1,1,138.0,37,37,9,9,135.9,1,0,1,0,0,19,7.6,0.32,Graduate,11.6,26.4,62.0,11.6
1,17,1,9238,1,1,130.0,37,37,9,9,122.0,1,0,1,0,1,21,12.7,-1.7,Graduate,11.6,15.2,73.2,11.6
1,43,1,9500,1,1,137.0,38,19,9,5,129.3,1,0,1,0,0,19,12.7,-1.7,Enrolled,11.6,55.0,33.4,11.6
1,1,1,8014,0,1,130.0,1,1,9,9,118.1,0,0,1,1,0,20,7.6,0.32,Graduate,11.6,41.9,46.5,11.6
1,17,5,9238,1,1,131.0,19,37,5,7,120.2,1,0,1,0,1,19,13.9,0.79,Graduate,11.5,9.9,78.6,11.5
1,1,2,9500,1,1,135.0,19,19,9,10,122.9,1,0,1,0,0,18,15.5,-4.06,Graduate,11.5,37.9,50.7,11.5
1,1,1,9254,1,1,115.0,3,2,4,5,112.6,0,0,1,1,1,20,8.9,3.51,Enrolled,11.4,60.5,28.1,11.4
1,44,1,9003,1,39,160.0,37,37,9,9,160.0,0,0,1,1,1,22,16.2,-0.92,Graduate,11.4,18.0,70.6,11.4
1,1,1,9773,1,1,125.0,19,38,3,5,115.9,0,0,1,0,0,19,10.8,1.74,Enrolled,11.3,50.0,38.7,11.3
1,1,1,9500,1,1,154.0,19,19,3,3,142.0,0,0,1,1,0,19,12.7,-1.7,Graduate,11.3,29.4,59.3,11.3
1,1,1,9238,1,1,152.0,1,38,4,5,144.7,0,0,1,0,0,20,16.2,-0.92,Graduate,11.3,18.3,70.5,11.3
1,17,1,9500,1,1,128.0,38,38,7,7,131.5,0,0,1,0,0,18,9.4,-3.12,Enrolled,11.3,46.4,42.3,11.3
1,1,1,9500,1,1,134.0,38,19,3,10,121.2,0,0,1,0,0,19,15.5,-4.06,Graduate,11.2,40.3,48.5,11.2
2,43,1,8014,0,1,110.0,37,19,9,3,100.0,0,0,1,0,0,34,9.4,-3.12,Enrolled,11.2,47.4,41.4,11.2
1,1,1,9500,1,1,148.0,19,19,4,4,133.8,0,0,1,0,0,18,12.7,-1.7,Graduate,11.2,38.3,50.5,11.2
1,1,2,9556,1,1,142.0,1,19,4,5,130.5,1,0,1,0,1,18,16.2,-0.92,Graduate,11.1,19.0,69.9,11.1
1,17,1,9147,1,1,122.0,19,19,4,6,119.9,0,0,1,0,1,21,12.7,-1.7,Enrolled,11.0,51.5,37.6,11.0
1,1,4,9238,1,1,127.0,19,19,4,0,127.4,1,0,1,0,0,20,7.6,0.32,Graduate,11.0,10.8,78.2,11.0
1,1,1,9670,1,1,133.1,3,1,1,7,155.0,0,0,1,0,0,22,9.4,-3.12,Graduate,11.0,42.3,46.7,11.0
1,17,1,9670,1,1,118.0,37,38,8,7,115.2,1,0,1,0,1,21,7.6,0.32,Enrolled,11.0,50.5,38.5,11.0
1,17,5,9500,1,1,128.0,1,1,4,5,120.8,1,0,1,0,1,19,16.2,-0.92,Graduate,11.0,17.8,71.2,11.0
1,1,3,9500,1,1,154.0,1,37,4,9,134.8,1,0,1,0,0,19,7.6,0.32,Graduate,10.9,34.1,55.0,10.9
1,1,1,9991,0,1,172.0,38,37,9,9,149.3,0,0,1,1,1,24,8.9,3.51,Graduate,10.8,17.4,71.8,10.8
1,1,1,9500,1,1,121.0,1,1,4,4,114.9,0,0,1,1,1,21,12.4,1.79,Graduate,10.7,28.7,60.6,10.7
1,39,1,9500,1,1,133.1,1,38,3,7,121.7,0,0,1,0,1,27,12.4,1.79,Graduate,10.7,34.4,54.9,10.7
1,1,1,171,1,1,141.0,1,19,5,8,141.4,1,0,1,0,1,18,13.9,0.79,Graduate,10.7,14.4,74.9,10.7
1,44,1,9070,1,1,140.0,1,1,9,8,144.3,1,0,1,0,0,19,12.4,1.79,Enrolled,10.7,52.9,36.4,10.7
1,43,1,9070,1,1,133.0,1,2,9,2,128.8,0,0,1,1,0,19,10.8,1.74,Enrolled,10.6,78.0,11.4,10.6
1,1,2,9070,1,1,121.0,4,1,2,3,120.7,1,0,1,0,0,18,9.4,-3.12,Graduate,10.6,42.6,46.7,10.6
1,17,1,9500,1,1,134.0,38,1,9,6,133.5,1,0,1,1,1,20,15.5,-4.06,Graduate,10.5,20.8,68.7,10.5
1,1,1,171,1,1,145.0,40,1,2,4,160.1,0,0,1,0,1,19,8.9,3.51,Graduate,10.5,18.0,71.5,10.5
1,1,1,9147,1,1,142.0,19,19,9,9,127.0,1,0,1,0,1,18,13.9,0.79,Graduate,10.5,36.4,53.1,10.5
1,43,1,9085,1,1,162.0,2,1,4,4,162.0,0,0,1,0,0,19,12.4,1.79,Enrolled,10.5,51.7,37.9,10.5
1,1,5,9500,1,1,141.0,38,38,9,9,142.3,1,0,1,0,0,18,9.4,-3.12,Graduate,10.4,26.0,63.6,10.4
1,1,1,9147,1,1,158.0,19,37,9,7,130.0,1,0,1,0,0,20,7.6,0.32,Enrolled,10.3,65.9,23.8,10.3
1,39,1,9556,1,1,120.0,38,38,191,193,120.0,0,1,1,0,1,24,12.7,-1.7,Enrolled,10.3,79.6,10.1,10.3
1,1,1,9500,1,1,130.0,3,3,1,5,118.8,0,0,1,0,0,18,11.1,2.02,Enrolled,10.2,47.7,42.1,10.2
1,17,2,9500,1,1,131.0,38,1,5,7,118.4,1,0,1,0,1,20,16.2,-0.92,Graduate,10.2,12.8,77.0,10.2
1,1,1,9773,1,1,150.0,19,38,9,5,143.0,0,0,1,0,0,18,12.7,-1.7,Graduate,10.2,35.3,54.5,10.2
5,1,3,9085,1,1,133.0,19,19,4,7,119.7,1,0,1,0,0,21,9.4,-3.12,Enrolled,10.2,49.8,40.0,10.2
1,39,1,9500,1,1,100.0,37,37,7,7,160.0,1,0,1,0,1,24,10.8,1.74,Graduate,10.2,25.8,64.0,10.2
1,1,1,9254,1,1,131.0,37,38,9,7,137.0,0,0,1,0,1,20,15.5,-4.06,Graduate,10.2,22.3,67.5,10.2
1,1,2,9500,1,1,133.0,19,1,9,1,122.2,0,0,1,0,0,20,13.9,0.79,Graduate,10.1,26.9,63.0,10.1
1,1,2,9085,1,1,130.0,37,19,9,8,129.0,0,0,1,0,0,20,7.6,0.32,Enrolled,10.1,48.2,41.6,10.1
1,1,4,9500,1,1,140.0,1,19,9,7,127.0,1,0,1,0,0,19,12.7,-1.7,Graduate,10.1,20.6,69.4,10.1
1,1,1,9070,1,1,130.0,12,19,4,5,118.5,0,0,1,0,1,18,8.9,3.51,Graduate,9.9,25.0,65.1,9.9
1,1,1,9670,1,1,122.0,1,19,3,5,116.8,1,0,1,0,0,21,7.6,0.32,Enrolled,9.7,60.1,30.1,9.7
1,18,1,9991,0,1,133.1,38,38,5,5,145.0,0,0,1,0,1,21,10.8,1.74,Graduate,9.7,16.2,74.1,9.7
1,39,1,9500,1,1,130.0,37,37,9,7,133.0,1,0,1,0,1,26,7.6,0.32,Graduate,9.7,37.2,53.1,9.7
2,39,1,8014,0,1,120.0,38,37,5,3,110.5,0,0,1,0,1,36,10.8,1.74,Graduate,9.7,12.5,77.9,9.7
1,1,1,9147,1,1,128.0,38,37,5,6,122.1,0,0,1,0,1,18,13.9,0.79,Graduate,9.7,32.2,58.1,9.7
1,1,1,171,1,1,124.0,2,2,3,2,118.4,1,0,1,1,0,18,7.6,0.32,Enrolled,9.7,79.9,10.4,9.7
1,1,1,9670,1,1,124.0,2,2,3,3,124.7,1,0,1,1,0,21,7.6,0.32,Enrolled,9.6,67.3,23.1,9.6
1,1,1,9500,1,1,133.0,37,38,9,9,130.2,1,0,1,1,1,19,16.2,-0.92,Graduate,9.6,16.2,74.1,9.6
1,1,1,9500,1,1,143.0,5,1,2,5,136.7,0,0,1,0,0,19,11.1,2.02,Graduate,9.6,44.2,46.2,9.6
1,1,1,9773,1,1,127.0,1,19,7,7,121.8,1,0,1,0,1,20,9.4,-3.12,Graduate,9.5,28.5,61.9,9.5
1,1,1,171,1,1,137.0,19,19,5,5,134.6,1,0,1,0,1,19,10.8,1.74,Graduate,9.3,23.9,66.7,9.3
1,1,1,9147,1,1,121.0,37,38,9,9,114.0,0,0,1,0,1,19,11.1,2.02,Enrolled,9.3,45.4,45.2,9.3
1,1,1,8014,0,1,120.0,1,37,7,3,122.8,0,0,1,0,0,23,9.4,-3.12,Graduate,9.3,32.6,58.1,9.3
1,1,1,9500,1,1,143.0,3,19,3,10,126.8,0,0,1,1,0,19,10.8,1.74,Enrolled,9.2,47.5,43.3,9.2
1,1,1,9130,1,1,172.0,19,19,9,9,163.3,1,0,1,0,1,18,13.9,0.79,Graduate,9.2,8.6,82.2,9.2
1,17,4,9500,1,1,137.0,1,19,4,3,121.3,1,0,1,1,1,18,10.8,1.74,Graduate,9.2,9.5,81.3,9.2
1,17,1,9085,1,1,131.0,38,38,191,174,125.4,1,0,1,0,0,20,15.5,-4.06,Enrolled,9.1,63.7,27.2,9.1
1,1,2,9500,1,1,133.1,19,38,7,9,125.5,1,0,1,0,1,21,15.5,-4.06,Graduate,9.1,18.5,72.4,9.1
1,1,4,9500,1,1,142.0,38,37,9,5,127.3,1,0,1,0,0,18,10.8,1.74,Graduate,9.0,20.6,70.3,9.0
3,17,1,9238,1,1,138.0,37,37,9,9,133.5,1,0,1,0,1,21,12.7,-1.7,Graduate,8.9,14.3,76.8,8.9
1,1,4,9500,1,1,140.0,1,12,3,10,131.6,1,0,1,0,0,18,12.4,1.79,Graduate,8.8,15.7,75.5,8.8
1,15,1,9085,1,1,133.1,37,37,9,9,109.6,0,0,1,0,0,18,11.1,2.02,Graduate,8.8,42.7,48.5,8.8
1,1,6,9500,1,1,137.0,1,3,3,2,121.3,1,0,1,0,0,20,7.6,0.32,Graduate,8.7,35.4,55.9,8.7
1,1,1,8014,0,1,115.0,38,38,9,7,115.0,1,0,1,0,0,28,9.4,-3.12,Graduate,8.6,39.6,51.8,8.6
2,39,1,9500,1,1,133.1,19,37,6,6,120.0,0,0,1,0,1,32,12.7,-1.7,Graduate,8.6,24.6,66.8,8.6
1,1,3,9085,1,1,134.0,38,19,9,5,129.1,0,0,1,0,0,19,7.6,0.32,Enrolled,8.6,55.3,36.1,8.6
1,1,1,9147,1,1,131.0,38,38,9,9,126.5,0,0,1,0,1,18,12.4,1.79,Graduate,8.5,34.4,57.0,8.5
1,17,1,9238,1,1,116.0,19,19,7,7,111.1,1,0,1,0,1,18,8.9,3.51,Graduate,8.5,24.6,67.0,8.5
1,43,3,9500,1,1,139.0,38,37,9,8,146.5,0,0,1,0,0,21,7.6,0.32,Enrolled,8.4,51.9,39.7,8.4
1,1,6,9773,1,1,145.0,1,19,4,4,131.0,1,0,1,0,1,18,7.6,0.32,Graduate,8.4,11.8,79.8,8.4
1,17,1,9500,1,1,141.0,2,38,2,10,135.4,1,0,1,0,0,18,13.9,0.79,Graduate,8.4,40.9,50.7,8.4
1,1,2,9773,1,1,150.0,1,37,9,7,130.8,0,0,1,0,1,20,15.5,-4.06,Graduate,8.4,12.9,78.7,8.4
1,1,1,9500,1,1,148.0,19,38,9,8,134.8,1,0,1,1,0,18,7.6,0.32,Enrolled,8.4,48.6,43.0,8.4
1,1,4,9500,1,1,140.0,3,19,2,3,133.8,1,0,1,0,0,17,10.8,1.74,Graduate,8.3,15.6,76.1,8.3
